pathway	axis	gene_symbol	GeneID	gene_effect_sign	weight	IC_stat	IC_pvalue	IC_padj	LFC_batch1	LFC_batch2	LFC_batch3	signed_LFC_batch1	signed_LFC_batch2	signed_LFC_batch3	n_batches	mean_LFC_signed	mean_abs_LFC	sd_LFC_signed	se_LFC_signed	z_meta	sign_consistency	min_abs_LFC	p_use	p_evidence	stability	evidence_factor	score	eligible	hard_fail_reason	rank_in_set	Tier	recommended_topN
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Myl9	ENSMUSG00000067818	1	1	4.808873455303868	0.0903163539896606	0.30564579673104314	1.675009865050189	2.0585189254469314	-2.473875160745097	1.675009865050189	2.0585189254469314	-2.473875160745097	3	0.41988454325067454	2.0691346504140724	2.5133948591902286	1.4511091985333002	0.28935420137579604	0.6666666666666666	1.675009865050189	0.30564579673104314	0.5147815722905784	0.28462499664227353	1.051478157229058	0.41282956161999695	TRUE		1	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Yes1	ENSMUSG00000014932	1	0.3	9.453687718928125	0.0088543726302738	0.09150960242940244	-1.5222570950979883	1.1846130507513704	1.6924737903170914	-1.5222570950979883	1.1846130507513704	1.6924737903170914	3	0.45160991532349115	1.46644797872215	1.7281764562164166	0.9977631422037216	0.45262236719431975	0.6666666666666666	1.1846130507513704	0.09150960242940244	1.0385333314713288	0.3665452055791341	1.103853333147133	0.3955617766856333	TRUE		2	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Ephb1	ENSMUSG00000032537	1	0.1	0.82988418271227	0.6603785212223455	NA	-0.23561338701606585	0.456470113827128	3.1232438870846857	-0.23561338701606585	0.456470113827128	3.1232438870846857	3	1.1147002046319159	1.27177579597596	1.773536209462762	1.0239516079508741	1.088625864715079	0.6666666666666666	0.23561338701606585	0.6603785212223455	0.18020706058536443	0.3605505479208081	1.0180207060585365	0.3112017765984958	TRUE		3	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Limk2	ENSMUSG00000020451	1	1	19.30622400100995	6.422538628007035e-5	0.00533044673192735	0.10663706285068658	0.3132378519699984	-0.380600871961865	0.10663706285068658	0.3132378519699984	-0.380600871961865	3	0.013091347619606675	0.26682526226085	0.35625292186229135	0.20568272033678464	0.06364826174104911	0.6666666666666666	0.10663706285068658	0.00533044673192735	2.2732363922715852	0.7373256004690371	1.2273236392271585	0.16097339300895705	TRUE		4	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Efnb2	ENSMUSG00000001300	1	0.1	1.9035757860964964	0.38605018961972426	0.641919410353624	-0.29332170500172067	-0.46535285061920895	0.15009098843279312	-0.29332170500172067	-0.46535285061920895	0.15009098843279312	3	-0.20286118906271217	0.30292184801790756	0.31753757016254053	0.18333040161116246	-1.1065332715136567	0.6666666666666666	0.15009098843279312	0.641919410353624	0.19251949192435402	0.7589916391352948	1.0192519491924354	0.15622764316169846	TRUE		5	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Vav2	ENSMUSG00000009621	1	0.2	11.04972739064047	0.00398641202171229	0.06031302814808759	-0.08369604418382348	-0.40675182770373064	0.25902054305899275	-0.08369604418382348	-0.40675182770373064	0.25902054305899275	3	-0.0771424429428538	0.2498228049821823	0.3329345651696044	0.1922198608232021	-0.40132399749163816	0.6666666666666666	0.08369604418382348	0.06031302814808759	1.2195888662730312	0.7502243741970624	1.1219588866273031	0.14018738476546022	TRUE		6	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Lyn	ENSMUSG00000042228	1	0.3	6.103571242727355	0.04727443473969982	0.2186794624322815	-0.044969878185747	0.22211037072818135	-0.49737136865596465	-0.044969878185747	0.22211037072818135	-0.49737136865596465	3	-0.10674362537117676	0.254817205856631	0.3636969758023925	0.20998054688296414	-0.5083500684026314	0.6666666666666666	0.044969878185747	0.2186794624322815	0.6601920023814533	0.7333007389061672	1.0660192002381452	0.13279589176296439	TRUE		7	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Arhgap35	ENSMUSG00000058230	1	0.2	6.487521174726197	0.03901689243141792	0.1985869760117196	0.1638414384994125	0.24043082196839732	0.00107613473180143	0.1638414384994125	0.24043082196839732	0.00107613473180143	3	0.13511613173320375	0.13511613173320375	0.12223552680027913	0.07057271430267688	1.9145661757277583	1	0.00107613473180143	0.1985869760117196	0.7020492373699233	0.8910785446716365	1.0702049237369924	0.12885169467897722	TRUE		8	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Ptk2	ENSMUSG00000022607	1	0.3	2.441855574328997	0.2949563831907253	0.5579616903013714	-0.19187171580200765	0.01771537875555262	-0.2797303566815384	-0.19187171580200765	0.01771537875555262	-0.2797303566815384	3	-0.1512955645759978	0.16310581707969957	0.15281789626436101	0.08822945354522115	-1.7147965729885513	0.6666666666666666	0.01771537875555262	0.5579616903013714	0.25339561873603655	0.8674396912473701	1.0253395618736036	0.09671307588444107	TRUE		9	Tier2	FALSE
EphB1_cytoskeleton_FAQ_Src_Rho	EphB1_signaling	Efnb1	ENSMUSG00000031217	1	0.1	0.04299222913130052	0.9787332802656662	0.9923705460215236	0.12142151450213272	0.04638647946141749	0.0881456063754798	0.12142151450213272	0.04638647946141749	0.0881456063754798	3	0.08531786677967668	0.08531786677967668	0.037597356347309784	0.02170684380793759	3.9304593304567987	1	0.04638647946141749	0.9923705460215236	0.0033261342528636165	0.9637649844447705	1.0003326134252863	0.08225372214519874	TRUE		10	Tier2	FALSE
