pathway	axis	gene_symbol	GeneID	gene_effect_sign	weight	IC_stat	IC_pvalue	IC_padj	LFC_batch1	LFC_batch2	LFC_batch3	signed_LFC_batch1	signed_LFC_batch2	signed_LFC_batch3	n_batches	mean_LFC_signed	mean_abs_LFC	sd_LFC_signed	se_LFC_signed	z_meta	sign_consistency	min_abs_LFC	p_use	p_evidence	stability	evidence_factor	score	eligible	hard_fail_reason	rank_in_set	Tier	recommended_topN
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Itgb3	ENSMUSG00000020689	1	0.3	12.570054085881964	0.00186400656087728	0.03916606726737445	-0.1508529278087508	-0.9831033694677423	0.9344301627487072	-0.1508529278087508	-0.9831033694677423	0.9344301627487072	3	-0.066508711509262	0.6894621533417334	0.9615452001393406	0.5551483801384409	-0.11980348657898686	0.6666666666666666	0.1508529278087508	0.03916606726737445	1.4070900345237456	0.5098021702120165	1.1407090034523746	0.26729800764577805	TRUE		1	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Fermt2	ENSMUSG00000037712	1	0.7	3.6465187994684527	0.1614985039654389	0.4112620842718195	1.0879897034863426	-0.41452514417687225	0.0566274768851831	1.0879897034863426	-0.41452514417687225	0.0566274768851831	3	0.2433640120648845	0.5197141081827993	0.7684664059282574	0.4436742863258637	0.5485195323808825	0.6666666666666666	0.0566274768851831	0.4112620842718195	0.3858813278128767	0.5654616885273012	1.0385881327812876	0.20347909103173648	TRUE		2	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Cav1	ENSMUSG00000007655	1	0.7	11.168522641112643	0.00375652361192586	0.05847199965919232	-0.02718088590052833	0.36156573722066576	-0.9908741171251704	-0.02718088590052833	0.36156573722066576	-0.9908741171251704	3	-0.2188297552683443	0.4598735800821215	0.6962904255791674	0.4020034646422914	-0.544347933575802	0.6666666666666666	0.02718088590052833	0.05847199965919232	1.2330520536553957	0.589521690932476	1.1233052053655395	0.20302277586691642	TRUE		3	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Tln2	ENSMUSG00000052698	1	0.7	2.6392801598041444	0.2672314666346543	0.5313095841138735	0.12943511755335918	-0.19573746245387497	0.6131036246872983	0.12943511755335918	-0.19573746245387497	0.6131036246872983	3	0.18226709326226084	0.31275873489817746	0.407000478261277	0.23498183568445472	0.7756646071444354	0.6666666666666666	0.12943511755335918	0.5313095841138735	0.2746523499283438	0.7107318124267916	1.0274652349928344	0.1522618421306813	TRUE		4	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Tln1	ENSMUSG00000028465	1	0.7	6.560427390147083	0.03762021669316753	0.19541655609860925	-0.00106688483889238	-0.4111597166215418	0.2959697331022001	-0.00106688483889238	-0.4111597166215418	0.2959697331022001	3	-0.038752289452744684	0.23606544485421144	0.35506782022218353	0.2049985015858513	-0.18903694004083058	0.6666666666666666	0.00106688483889238	0.19541655609860925	0.7090386447233158	0.7379704433066938	1.0709038644723317	0.12437429004909105	TRUE		5	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Vcl	ENSMUSG00000021823	1	0.7	2.989994696346173	0.2242491993998091	0.48460430046001246	0.1202617403861027	-0.30978749123338734	0.205923350493574	0.1202617403861027	-0.30978749123338734	0.205923350493574	3	0.005465866548763113	0.2119908607043547	0.27635663110597064	0.15955457536137027	0.03425703422408063	0.6666666666666666	0.1202617403861027	0.48460430046001246	0.3146127361791852	0.783480083566843	1.0314612736179185	0.11421069307669489	TRUE		6	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Cav2	ENSMUSG00000000058	1	0.7	4.639102115076298	0.09831771469478774	0.320112130163005	-0.2258407667374466	0.20869357004728303	-0.04788002661422902	-0.2258407667374466	0.20869357004728303	-0.04788002661422902	3	-0.021675741101464197	0.16080478779965288	0.21844912656191162	0.1261216620247583	-0.17186374452636966	0.6666666666666666	0.04788002661422902	0.320112130163005	0.49469786861424386	0.8207154309525356	1.0494697868614244	0.09233582959379759	TRUE		7	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Itga5	ENSMUSG00000000555	1	0.3	7.319315953952753	0.02574131534343109	0.16046767610250584	0.06208417751263861	-0.02416150135002491	-0.3366648736600109	0.06208417751263861	-0.02416150135002491	-0.3366648736600109	3	-0.09958073249913241	0.14097018417422483	0.20980049278567947	0.12112837098592819	-0.8221090706379678	0.6666666666666666	0.02416150135002491	0.16046767610250584	0.7946124368049393	0.8265825695750925	1.079461243680494	0.08385506604216315	TRUE		8	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Flot1	ENSMUSG00000059714	1	0.7	4.265182937754531	0.1185297293979146	0.3522364337848177	0.08146498795107403	-0.0450287727077386	-0.2743655320716787	0.08146498795107403	-0.0450287727077386	-0.2743655320716787	3	-0.07930977227611442	0.1336197642434971	0.180375247590879	0.1041396977517394	-0.7615709857847148	0.6666666666666666	0.0450287727077386	0.3522364337848177	0.45316572453755877	0.8471882158160965	1.0453165724537559	0.0788873166993095	TRUE		9	Tier2	FALSE
EphB1_integrin_caveolae_membrane_microdomain	EphB1_signaling	Pxn	ENSMUSG00000029528	1	0.7	6.761802084069643	0.03401679036372299	0.18449434433528472	0.09639008587830386	0.07088861180320795	-0.2468871460162548	0.09639008587830386	0.07088861180320795	-0.2468871460162548	3	-0.026536149444914336	0.13805528123258887	0.19125507199153666	0.11042116729819496	-0.240317595749127	0.3333333333333333	0.07088861180320795	0.18449434433528472	0.7340169425760572	0.8394507805353584	1.0734016942576057	0.04146572699120589	TRUE		10	Tier2	FALSE
