pathway	axis	gene_symbol	GeneID	gene_effect_sign	weight	IC_stat	IC_pvalue	IC_padj	LFC_batch1	LFC_batch2	LFC_batch3	signed_LFC_batch1	signed_LFC_batch2	signed_LFC_batch3	n_batches	mean_LFC_signed	mean_abs_LFC	sd_LFC_signed	se_LFC_signed	z_meta	sign_consistency	min_abs_LFC	p_use	p_evidence	stability	evidence_factor	score	eligible	hard_fail_reason	rank_in_set	Tier	recommended_topN
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Cxcl10	ENSMUSG00000034855	1	1	21.633291960915273	2.0062744294853928e-5	0.00237298419275557	-0.8037866064842578	3.2196204929977155	-8.845816370225158	-0.8037866064842578	3.2196204929977155	-8.845816370225158	3	-2.143327494570567	4.289741156569044	6.143245804804302	3.546804619101803	-0.6042981570023289	0.6666666666666666	0.8037866064842578	0.00237298419275557	2.6247051547543823	0.13999238264031658	1.2624705154754383	0.5054351926447339	TRUE		1	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Il1b	ENSMUSG00000027398	1	1	5.456113000625294	0.0653461665898993	0.2586030730861692	-0.3365493123755189	-0.12060491580174024	-1.235440585045208	-0.3365493123755189	-0.12060491580174024	-1.235440585045208	3	-0.5641982710741557	0.5641982710741557	0.5912551721987833	0.3413613328287261	-1.6527890443796553	1	0.12060491580174024	0.2586030730861692	0.5873663185258656	0.6284347208865365	1.0587366318525866	0.37538754792464135	TRUE		2	Tier1	TRUE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Il6	ENSMUSG00000025746	1	1	1.6055290463358889	0.4480884992228909	NA	-0.23575832223680857	2.1824365987666465	-4.605826619457007	-0.23575832223680857	2.1824365987666465	-4.605826619457007	3	-0.886382780975723	2.341340513486821	3.440583310966909	1.9864217007560787	-0.44622085060707145	0.6666666666666666	0.23575832223680857	0.4480884992228909	0.3486362026795334	0.22519563984540045	1.0348636202679533	0.36376123741566335	TRUE		3	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Tnf	ENSMUSG00000024401	1	1	9.964491733811542	0.00685864165102373	0.07981468665712897	-0.20652126089122627	0.12043472615641368	-0.7128503180694531	-0.20652126089122627	0.12043472615641368	-0.7128503180694531	3	-0.26631228426808856	0.34660210170569766	0.4198478487380465	0.24239926848759644	-1.0986513529091602	0.6666666666666666	0.12043472615641368	0.07981468665712897	1.0979171870042101	0.704300817083179	1.109791718700421	0.18060909014489346	TRUE		4	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Ccl2	ENSMUSG00000035385	1	1	13.374587624036051	NA	NA	0.04356868867644268	1.717935555594192	-3.086501824724776	0.04356868867644268	1.717935555594192	-3.086501824724776	3	-0.44166586015138054	1.6160020229984702	2.438697205657901	1.4079824881585772	-0.3136870407593002	0.3333333333333333	0.04356868867644268	NA	0	0.2908078089442241	1	0.1566486691858729	TRUE		5	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Relb	ENSMUSG00000002983	1	0.3	0.3760189242900367	0.8286068667972503	0.9273487540649206	-0.06808911581417418	-0.13529990700596217	-0.17151607253964413	-0.06808911581417418	-0.13529990700596217	-0.17151607253964413	3	-0.12496836511992683	0.12496836511992683	0.052481800775890264	0.030300381805516557	-4.124316515944852	1	0.06808911581417418	0.9273487540649206	0.0327569071912925	0.9501351940364188	1.0032756907191291	0.11912578701247505	TRUE		6	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Nfkbia	ENSMUSG00000021025	1	0.5	4.368093016999637	0.11258503136288608	0.3428420562900504	0.06012093985138842	-0.05188781164335842	-0.42189893998072986	0.06012093985138842	-0.05188781164335842	-0.42189893998072986	3	-0.1378886039242333	0.17796923049182556	0.2522556111230156	0.14563984498646662	-0.9467780190032914	0.6666666666666666	0.05188781164335842	0.3428420562900504	0.4649059087605552	0.7985590091332917	1.0464905908760556	0.09915075033183557	TRUE		7	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Rela	ENSMUSG00000024927	1	0.3	2.2196449728371306	0.32961746745934867	0.5909164253141997	-0.04398499673244299	-0.03565216784928009	-0.17665132237466916	-0.04398499673244299	-0.03565216784928009	-0.17665132237466916	3	-0.08542949565213075	0.08542949565213075	0.07911020959551704	0.04567430080561948	-1.870406205356077	1	0.03565216784928009	0.5909164253141997	0.2284739380552328	0.9266894067982455	1.0228473938055234	0.08097535933299657	TRUE		8	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Chuk	ENSMUSG00000025199	1	0.3	4.171241992044713	0.12422994990229912	0.36014924522996217	-0.2223840950372404	0.10779285792381246	-0.04640588497138159	-0.2223840950372404	0.10779285792381246	-0.04640588497138159	3	-0.053665707361603185	0.12552761264414483	0.1652081530449224	0.09538297163280685	-0.5626340471777138	0.6666666666666666	0.04640588497138159	0.36014924522996217	0.4435174910436319	0.8582157594647786	1.0443517491043632	0.07500518625977122	TRUE		9	Tier2	FALSE
EphB1_NFkB_inflammation_ROS	EphB1_signaling	Nfkbie	ENSMUSG00000023947	1	0.5	3.400529145176364	0.1826351973931944	0.43730588891841427	0.05878177049002826	-0.23813907225461367	-0.07230395944952334	0.05878177049002826	-0.23813907225461367	-0.07230395944952334	3	-0.08388708707136958	0.12307493406472175	0.14879893597796684	0.08590910574200905	-0.9764632787971076	0.6666666666666666	0.05878177049002826	0.43730588891841427	0.35921467425004044	0.8704743438404258	1.0359214674250041	0.07398797840460829	TRUE		10	Tier2	FALSE
